	Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.granularity	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	dataset_reader.use_subtrees	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.aggregations	model.encoder.architecture.bidirectional	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.num_layers	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.elmo.do_layer_norm	model.input_embedder.token_embedders.elmo.dropout	model.input_embedder.token_embedders.elmo.options_file	model.input_embedder.token_embedders.elmo.requires_grad	model.input_embedder.token_embedders.elmo.type	model.input_embedder.token_embedders.elmo.weight_file	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	test_data_path	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.granularity	validation_dataset_reader.lazy	validation_dataset_reader.token_indexers.elmo.type	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.type	validation_dataset_reader.use_subtrees	validation_loss	vocabulary.max_vocab_size
17	17	1	0.9059633027522936	0.2582076926316534	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	10	False	64	basic	0.4	['maxpool attention final_state meanpool']	True	101	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4381.872	2993	6061	5641	4909		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0008627136755176324	adam	10	+accuracy	0.9974694819523452	4381.872	3786.0000000000014	10	2993	6061	3721	4909	0.0069859919520598645	0	0.8899082568807339	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.5239793573107038	
18	18	5	0.904816513761468	0.3121391481586865	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	14	False	64	basic	0.4	['maxpool']	True	235	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4405.92	4497	2777	4233	4539		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0002011046747459309	adam	10	+accuracy	0.9995849950401846	4405.92	4901.0	14	0	0	4233	4539	0.0013542476892662732	0	0.9025229357798163	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.5601178130933216	
19	19	1	0.9036697247706422	0.26501259367380825	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	10	False	64	basic	0.3	['meanpool attention']	True	330	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4435.912	6675	6711	3489	6099		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0001466533783054736	adam	10	+accuracy	0.9966192278883332	4435.912	3608.0	10	6675	6711	3489	6099	0.010476172001921712	0	0.9013761467889908	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.4978830931442125	
20	20	14	0.8233944954128442	0.3855094803231103	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	23	False	64	basic	0.3	['maxpool final_state meanpool']	True	284	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4389.948	4497	6061	3723	5803		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	2.2067317946171104e-06	adam	10	+accuracy	0.8773407291940806	4389.94	7606.000000000001	23	4497	2777	3723	4539	0.3045598572322742	0	0.8233944954128442	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.384322923208986	
21	21	22	0.8440366972477065	0.366850808262825	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	31	False	64	basic	0.0	['meanpool final_state']	True	81	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4379.896	6675	4363	3843	5045		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	7.003657511958427e-06	adam	10	+accuracy	0.8963297366236816	4379.896	10717.0	31	3745	4363	3511	5045	0.2584134034831753	0	0.8428899082568807	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.36685399285384585	
22	22	3	0.9036697247706422	0.2845824786594936	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	12	False	64	basic	0.2	['meanpool final_state maxpool attention']	True	403	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4414.772	5645	4363	3843	4209		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0008136567281232845	adam	10	+accuracy	0.9999089013502844	4414.755999999999	4191.0	12	3745	4363	3843	3959	0.0003657515855894968	0	0.9013761467889908	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.5762302939380918	
23	23	8	0.8555045871559633	0.43684930886541096	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	17	False	64	basic	0.3	['maxpool attention meanpool final_state']	True	251	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4398.924	5137	6711	3489	6099		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.02419812875483475	adam	10	+accuracy	0.9833694353908132	4398.916	6348.0	17	5137	6711	3489	4727	0.051792601785752825	0	0.8474770642201835	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.5919218340090343	
24	24	0	0.893348623853211	0.2822561088417257	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	9	False	64	basic	0.4	['maxpool']	True	487	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4424.524	4497	2777	4233	5803		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0017006085623871845	adam	10	+accuracy	0.9968824017652894	4424.524	3296.0	9	0	2777	4233	4539	0.009543877644639298	0	0.8784403669724771	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.5880438685417175	
25	25	2	0.9013761467889908	0.2902455401739904	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	11	False	64	basic	0.0	['maxpool final_state meanpool attention']	True	172	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4401.624	4241	4859	3905	4291		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00011294497306311116	adam	10	+accuracy	0.9989068162034132	4401.624	4106.0	11	2993	4859	3905	4291	0.0032137622166312795	0	0.8830275229357798	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.7054731750062534	
26	26	9	0.8165137614678899	0.4297184390681131	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	18	False	64	basic	0.2	['final_state']	True	151	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4399.308	5601	4289	3905	4553		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.365259067266317e-06	adam	10	+accuracy	0.8492216126485415	4399.308	6334.0	18	2993	4289	3905	4291	0.41746844994049	0	0.8165137614678899	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.4254066135202135	
27	27	6	0.9036697247706422	0.4717641414276191	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	15	False	64	basic	0.0	['final_state attention meanpool']	True	282	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4432.476	5601	3291	3765	6669		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00028470290697026307	adam	10	+accuracy	1.0	4432.476	5100.0	15	5601	3289	3765	6669	7.336799208510008e-05	0	0.8967889908256881	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.7014222336666924	
28	28	5	0.9002293577981652	0.33105382482920376	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	14	False	64	basic	0.2	['meanpool maxpool attention']	True	248	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4392.048	5137	6711	2771	4727		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00018962417711577438	adam	10	+accuracy	0.9995343846792316	4392.048	5168.0	14	5137	6711	2771	4727	0.0013163474457155173	0	0.8876146788990825	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.6008489951491356	
29	29	5	0.9071100917431192	0.3400066050567797	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	14	False	64	basic	0.0	['maxpool']	True	272	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4430.284000000001	3745	6111	4519	5045		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0003861551126888166	adam	10	+accuracy	0.9989270603477944	4430.284000000001	5229.0	14	3745	6111	4519	5045	0.003249530068844789	0	0.8899082568807339	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.5929834581911564	
30	30	1	0.9128440366972476	0.24638826719352175	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	10	False	64	basic	0.4	['maxpool meanpool']	True	214	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4410.696	3745	6111	4519	5045		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.000625760047986514	adam	10	+accuracy	0.9932485778488572	4410.696	3884.0000000000014	10	3589	6111	4519	5045	0.017724997506940187	0	0.8876146788990825	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.4899449976427214	
31	31	7	0.8669724770642202	0.353559285402298	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	16	False	64	basic	0.1	['meanpool']	True	299	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4418.6	5357	4725	4519	6667		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	6.709937003178777e-06	adam	10	+accuracy	0.9173634026357876	4418.592000000001	5621.0	16	5357	4725	2921	6073	0.21279599917135708	0	0.8646788990825688	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.370781446141856	
32	32	2	0.8440366972477065	0.4399682134389877	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	11	False	64	basic	0.2	['meanpool maxpool final_state attention']	True	445	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4424.188	6675	6711	3489	6099		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0189950091513237	adam	10	+accuracy	0.9615158815312672	4424.188	4185.0	11	6675	6711	3489	6099	0.10451937382654744	0	0.8348623853211009	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.5598485767841339	
33	33	12	0.8165137614678899	0.4019691284213747	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	21	False	64	basic	0.1	['meanpool final_state maxpool']	True	119	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4396.292	6675	5641	3843	4209		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	2.916634378156728e-06	adam	10	+accuracy	0.8726035994088709	4396.288	6915.0	21	5645	4363	3843	4209	0.3119177075846053	0	0.8142201834862385	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.400333229984556	
34	34	4	0.9059633027522936	0.3815568174634661	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	13	False	64	basic	0.3	['meanpool final_state attention maxpool']	True	98	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4382.208	4497	5733	3723	5803		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00017915142496516875	adam	10	+accuracy	0.999412919812944	4382.208	4778.0	13	4497	5733	3723	5803	0.0015605408213130885	0	0.8910550458715596	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.8487872289759772	
35	35	6	0.8910550458715596	0.4182284963982446	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	15	False	64	basic	0.2	['final_state attention maxpool meanpool']	True	316	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4401.064	6675	6711	3489	6099		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	6.306255484014365e-05	adam	10	+accuracy	0.9993521873798004	4401.064	5462.0	15	6675	6711	3489	6099	0.0030453173907225174	0	0.8841743119266054	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.8256264935646739	
36	36	14	0.8577981651376146	0.4469158191766058	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	23	False	64	basic	0.4	['attention final_state']	True	456	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4425.795999999999	5357	3741	4519	4345		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0261120425717624	adam	10	+accuracy	0.9809401380650646	4425.795999999999	8347.0	23	5357	3741	2921	4345	0.0573269114823568	0	0.8394495412844036	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.6761090819324765	
37	37	0	0.8555045871559633	0.3884535442505564	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	9	False	64	basic	0.2	['maxpool final_state attention meanpool']	True	356	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4394.6720000000005	5357	4725	2921	6667		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.017848064321241714	adam	10	+accuracy	0.9713140474117862	4394.648	3194.0	9	4923	4725	2921	6667	0.07876138985814488	0	0.8256880733944955	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.6640772095748356	
38	38	2	0.893348623853211	0.2773386314511299	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	11	False	64	basic	0.1	['maxpool meanpool']	True	246	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4409.36	4497	5733	3723	5803		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.006025251261169269	adam	10	+accuracy	0.9874283863392512	4409.36	3893.0000000000014	11	4497	2775	3723	5803	0.0316410771036675	0	0.8394495412844036	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.5722534188202449	
39	39	1	0.8899082568807339	0.30195241208587376	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	10	False	64	basic	0.1	['final_state meanpool maxpool']	True	362	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4395.74	5601	4289	3765	6669		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.003536860237390717	adam	10	+accuracy	0.9984412008826448	4395.74	3552.0	10	5601	3291	3765	4553	0.004939512877454836	0	0.856651376146789	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.9195018176521572	
